User ID,Username,Tweet,Retweet Count,Mention Count,Follower Count,Verified,Bot Label,Location,Created At,Hashtags
835839,shawn46,Indeed official family at interview onto buy manager attack.,86,5,1385,True,1,Lake Amanda,2022-07-25 23:21:44,open unit both accept perhaps
593237,wallsdouglas,Short return change politics modern race create they still spring.,8,2,7760,True,0,West Paul,2020-01-24 14:13:47,just however arm owner here
107084,schultzbrian,Experience science sit research clearly us check worry man young Mr cut manage.,71,2,1639,False,1,Jenniferport,2020-07-24 14:58:49,apply education by kitchen beat
303633,debrafreeman,Able truth whole across forward should audience purpose bad particular country leg talk.,89,1,2309,False,1,Port Sara,2020-11-11 06:56:36,wind must benefit
598545,thernandez,Film lay particular society speech ahead stuff.,10,0,51,True,0,Lake Barbarafort,2021-07-09 00:36:27,
469564,bryan86,Will agency analysis buy player they Mrs evidence standard for beyond.,59,5,1918,True,1,South Michaelport,2023-03-22 21:33:21,even
913533,mary85,Make southern visit sometimes loss child lay believe.,97,2,3028,True,0,North Katiemouth,2023-02-27 14:45:49,
301182,alexis83,Way room somebody building check long fast art fund.,70,5,2560,False,0,Julieland,2020-05-03 06:53:02,administration forget system organization
455069,keithhicks,Majority term growth computer ever each summer check wear for else win nice.,88,4,4914,False,0,New Danielle,2021-06-11 18:57:09,
786663,marissa17,Bar industry long live politics money ok.,6,0,4710,False,1,Port Lauratown,2021-08-16 23:59:27,beyond
788887,tbarker,Because way about adult attention decade operation fight.,25,5,3056,False,0,Louiston,2020-10-02 10:53:52,yard fine
172922,jeffery61,Consumer open structure central huge west second word people interview.,69,1,7828,False,0,Brittneychester,2021-02-21 01:44:54,increase
975248,sarahwatson,Star almost fine prevent key step threat television her citizen break whom.,81,0,7844,False,0,Jonesville,2022-12-05 20:44:16,everything give
445071,manningrebecca,Physical involve similar director leader set far wear factor spend out popular.,71,3,4182,False,1,Loganmouth,2021-02-23 10:53:57,himself
162555,brandondrake,Scientist scene become change condition product rate white method.,71,1,2230,False,1,West Ryanfort,2020-07-02 21:39:40,task
700151,cervantesleah,Tough region pass nor sort Republican again increase growth data though.,57,5,1120,False,0,Woodchester,2021-08-09 01:57:16,
596289,qnorman,Computer by project artist impact break number student.,99,1,225,True,1,Buckview,2020-08-03 06:13:24,
713064,meadowsmichael,Address effect quality radio food career western rise today rather bed.,86,3,9114,False,1,East Sheila,2021-11-20 12:29:58,buy research option
265775,taylorsara,Institution sure teach check area discover down anything worry method.,28,4,194,True,0,Jamesland,2020-02-14 03:10:42,
446708,david64,Method man manager community surface mean forget reflect section career.,58,0,7723,True,1,New Ashley,2021-07-04 19:14:16,seek upon
123595,jwinters,Task sign usually anything watch health nature per common environmental attention word.,34,2,3898,True,1,South Diane,2020-04-15 11:07:58,leave enter
604212,cody87,Usually security near source president exactly nice since box agree.,37,2,5368,True,1,West Jennifer,2023-03-16 09:13:05,room win myself
868723,devin88,When serious close management language whatever soldier.,4,3,9940,False,1,Curtismouth,2022-09-15 22:37:28,find head if question
654767,xbrooks,These serious world group per college help edge music.,57,4,7005,False,1,Rebekahbury,2023-04-07 23:18:22,
890737,michaelbaker,Dark war nor customer always building land.,93,4,9784,True,0,Davidchester,2020-10-05 15:52:59,environment
655941,elizabethbrown,Agent tonight his technology bank camera.,8,0,7889,False,1,Lewisshire,2020-08-12 01:59:23,meet
632393,thomaswall,Million talk rather wish indicate spring treatment than sometimes guess.,30,1,3370,False,0,West Joanne,2021-02-24 06:14:23,film clearly
884365,acurtis,Spend their fact myself amount trial late add hit mother dog.,37,0,8427,True,0,Bryanbury,2021-06-08 11:24:04,
823120,rebekaheverett,Cold look serious lot nation total after mention thing maintain subject.,74,2,5051,True,1,Gloverborough,2022-02-13 11:55:15,care water
552971,matthew95,Significant financial skill finally prepare stop name truth hit.,21,5,3898,False,0,Klineland,2022-07-02 03:40:45,up move once could
433484,michaeldiaz,Compare live large moment city thus toward.,62,3,7586,False,1,West Edward,2022-03-20 20:42:21,health item move policy
393090,agarcia,Edge American public threat past ago able.,58,4,3745,True,1,Lesterborough,2023-01-17 14:59:55,inside another prepare cold
488569,darrengomez,Most page change most none past range.,90,5,987,True,1,Stantonbury,2021-09-25 21:11:35,page successful real increase
664797,steven31,Series where sure recently bring kid professor type raise value.,20,3,4248,False,1,Kimberlyhaven,2021-09-14 09:42:55,cause
209150,margaretobrien,Degree hit fill he travel pressure first keep of.,56,3,6272,False,1,Coxport,2022-12-17 23:17:01,read fund two great
625311,ythompson,Relate as mean street Mrs theory just after stop.,0,5,7444,True,0,Port Mary,2022-10-24 16:47:31,blue cold force federal pay
261949,otaylor,Serious next identify series very see step read reach price stay nice suggest.,98,4,3267,True,1,West Melissaton,2020-09-04 12:40:40,open prove well
975759,arthurwallace,Hundred pay read fact responsibility popular interest lead development meet half.,55,4,7220,True,0,New Stephanieville,2020-05-27 06:59:40,conference cover
812820,rcharles,About edge case protect on under after member deep organization.,76,2,5312,True,0,East Juan,2021-06-25 09:21:15,order
175102,helenthompson,Democrat add she degree quite think partner road manage camera score among.,92,5,5758,False,1,Luistown,2022-01-05 04:57:01,site community usually apply
251720,deanlarry,Mrs back course magazine decision magazine onto pay education eight including.,5,3,2283,True,0,Danielton,2020-04-16 04:35:57,hit unit dog
105124,vsilva,Page instead night professor thing ability identify there.,17,3,6652,False,0,Lake Baileytown,2022-12-09 10:04:28,
430675,manndarrell,Over entire conference design today generation since hard remain here recent.,28,5,2120,False,0,Judithview,2020-04-30 13:35:55,reason
783601,jpalmer,Own nation natural hold story whose job big win wife.,85,3,7910,True,0,West Johnfort,2022-10-24 09:18:13,laugh service
489080,eduardowalton,During industry black so evening yard thus painting will product.,52,5,9599,False,1,New Robinborough,2021-01-01 05:05:27,ability way
375266,ashleylong,Region modern finally suffer always heart service economy size go practice they.,83,3,977,False,1,North Hannahport,2021-10-31 10:01:21,around leader today
425989,sdavis,Appear task quite door always rule simple science wind report official.,28,4,1984,True,0,East Jose,2020-10-04 00:49:21,bag high letter make
911306,ydorsey,Too item study Congress can scene.,8,3,9401,True,1,Perezland,2020-12-28 17:14:08,
786471,aliciaswanson,Unit which find next data no until turn realize its.,0,2,3521,True,0,West Stevenberg,2020-03-26 01:55:41,nothing
541230,andrew68,Ok own career similar serious poor together maybe risk carry sea themselves employee.,89,2,6498,True,0,New Matthew,2020-06-16 03:59:18,over expect give
979072,edwardlee,Investment experience generation Congress little system yet none collection suddenly federal learn.,35,1,6757,False,0,Jamesstad,2021-12-04 16:55:01,baby next school real raise
863236,tbest,Mission central idea full live reason.,86,3,8534,False,0,Port Heatherbury,2021-08-02 17:47:57,
958231,gomezcasey,Father teach conference near play of.,39,5,842,False,1,Jeffreyview,2022-06-26 15:54:46,middle person
290093,gharrell,Toward Democrat later begin tax near economy campaign everyone million throw.,86,2,8708,True,1,Lake Anitamouth,2022-05-04 08:08:11,yourself these lot pay beyond
904320,jeremiahriddle,Let must but consider two fact fall cell short buy lawyer.,43,0,5186,True,0,West Shannonside,2022-02-17 00:24:08,price official glass guy rock
918228,paynenancy,However guy watch serve home agree stay truth the majority suggest opportunity bed.,89,5,4960,False,0,South Arthur,2020-12-09 19:22:14,hour director
556584,kadams,Recognize democratic quite ask could why see tonight fill.,44,4,6622,False,0,New Juliestad,2022-06-23 10:11:47,watch fine we various
657236,imcdonald,Wife simply may ground fish field quite who.,45,5,91,True,0,Port Olivia,2021-04-29 03:55:58,fill
186382,cabreraannette,Investment discuss it offer firm hard employee.,91,3,400,False,1,Lake Erik,2021-09-24 06:55:05,
834207,nicholascampbell,Stop direction rule of both minute after camera tough.,97,3,8861,False,0,Floydland,2021-12-15 04:42:22,avoid
705093,lisadavid,Central school only case candidate me plant hard western.,30,2,766,False,1,North Joshua,2022-04-04 08:39:35,
402143,davilalatasha,Candidate general whatever some system responsibility wrong student officer.,25,1,6675,False,0,Bushhaven,2022-11-03 17:39:28,forget table stay professor listen
540118,aaron59,Teach benefit television peace write man space arm religious middle.,92,0,1743,False,0,Cliffordport,2023-05-24 17:22:51,sing maybe
105179,williamsheidi,Small group forward task today father probably growth through clearly camera couple resource various.,3,0,9348,True,1,West Bradley,2021-12-03 10:13:34,expert small next
868659,marshallmark,Skill area hundred since know too.,56,2,7622,False,1,South Linda,2023-05-17 12:16:19,provide how
694805,dennis22,Admit make middle same already end back once medical her top direction maybe statement.,35,3,3162,True,0,Rachaelchester,2021-09-01 16:05:08,organization
121978,angelapotter,Thing have it general page interest.,9,1,8542,True,1,New Brandonview,2021-05-22 06:54:34,whose herself thousand individual require
633215,lchang,Foreign one eat bill parent bring grow term sit off.,34,3,8483,False,1,East Ashleymouth,2021-06-18 11:45:33,place cultural me
975822,stacymarshall,Large majority stop become help loss at whom easy.,65,3,8527,True,0,New Paul,2022-09-22 23:26:28,color not herself threat thousand
271872,dakotahunter,Him name military assume democratic recent enter growth way country.,39,4,4814,True,1,East Sara,2022-08-18 16:07:13,sport and
433950,jeremiah74,Culture still affect game Congress hope book company affect magazine sport military everybody.,92,5,5995,False,1,Tinashire,2022-11-17 03:07:08,
593803,bergrobin,Weight enjoy available Congress real our woman scientist can single generation direction.,91,1,9921,False,1,Leachborough,2023-01-11 12:12:48,audience where hold step cold
236318,barbara59,Least goal but even TV soon say cultural program answer nearly.,34,5,1748,True,0,West Kennethchester,2020-03-30 06:47:06,hear wonder know now
622010,torresjennifer,See artist feel institution bar south measure.,52,2,8353,True,0,New Oscar,2022-08-19 13:09:18,find job become thought everyone
443899,susanking,Network television should drive throw name focus tend today watch.,19,4,1966,True,1,Lake Cynthiaside,2021-07-18 20:30:47,kind capital manage so section
313627,michelle99,Walk through minute choice during forget local.,97,0,732,True,0,Smithborough,2021-09-08 13:18:07,day attorney
587424,alejandrosimpson,Garden subject may exist why weight worker amount traditional relationship her.,20,5,8483,False,1,Fordside,2021-10-19 07:45:09,
187246,ucannon,Wish difficult our compare color heavy big out artist.,87,3,1918,True,1,Port Denise,2021-02-01 00:41:16,practice
644545,chaseallen,Hair industry similar statement nor eight tree table page.,51,0,2540,False,0,Christopherport,2020-04-18 15:21:02,run along where behavior bring
986495,perrydavid,Indeed them green hope item few anything.,65,1,7712,False,0,Andersonport,2021-02-14 12:55:29,attorney mention doctor
763466,mmartinez,Television happy computer month no spend eye style nearly.,73,0,4440,False,1,New Paulfurt,2020-10-07 06:13:53,image quality cost almost ten
995441,johnjackson,Cut relate save word use kid through pretty.,51,5,823,True,1,Amyville,2023-02-02 12:56:50,make mouth
320912,hnielsen,Employee wide exactly issue civil late group throughout agreement about.,11,2,2197,False,1,Morgantown,2020-07-01 14:45:35,change
219810,fbaker,Notice Republican trial avoid draw four night response serious year course hotel.,92,1,4189,True,1,West Jamesburgh,2020-06-08 09:54:04,relationship no television
654970,stacybrown,Car everything laugh home ability white significant ten smile news in.,25,2,7442,True,0,Port Philip,2022-04-04 02:34:43,
227157,sarah33,Can involve in condition country cover thank whom within everybody.,6,4,9362,False,1,New Norman,2021-09-13 18:30:43,war someone player
925810,trandonald,Answer safe mission medical pick we close board.,10,1,6976,False,0,Lake Tonyafurt,2021-12-06 15:25:52,that girl ahead help
565871,lmcclain,Know just represent more political phone floor decision poor else study.,14,1,8902,True,1,North Matthew,2020-02-04 22:32:16,now
759323,sarawatson,Positive eye personal west author town risk plan conference option marriage.,76,0,7346,False,1,Laurachester,2021-02-20 00:41:26,will
891728,sanchezerik,Film behavior campaign house member it imagine recently single.,72,0,3183,True,1,Macdonaldport,2023-05-15 02:30:35,available relationship put
266330,gary25,By peace form anything rise nearly several recent beat suddenly admit.,35,3,9422,True,1,Gilmoreborough,2020-07-18 07:17:30,since
292191,derekharris,Seek simply probably apply themselves good vote end.,89,3,1800,False,1,Bakerport,2021-02-20 15:53:01,but
816187,pwelch,Account indicate attorney least all individual cover purpose nation surface.,89,2,5759,False,0,Perezbury,2023-03-31 08:06:23,itself set throw care
620605,burnettcrystal,Do media focus large inside better station anything more.,2,2,9113,True,1,Kathrynborough,2023-02-24 19:37:52,accept consumer field cup Mr
853439,philipjohnson,Knowledge nothing protect artist they bring front weight.,100,2,8759,True,0,Christophershire,2021-01-13 09:01:15,serve same main
898158,lguerrero,East our weight prepare she environmental likely its million together who interest good.,44,3,6315,False,0,Lake Ernest,2021-06-07 05:35:38,detail policy among seat risk
400856,cbaker,Less product company represent entire report.,18,1,9649,False,1,Jessicaland,2021-03-16 06:21:51,candidate protect expert join who
251579,kramirez,Upon group occur here market keep alone.,73,1,8997,False,1,North Paul,2023-02-08 16:20:41,my cut
992703,bryantmichael,Big first dream doctor skin above onto none.,86,5,8550,True,1,Port Jaimechester,2020-07-02 06:17:19,apply both
210091,jessicabell,Road yes measure government church sit ball focus.,70,3,6598,True,1,East Jacquelineborough,2021-04-29 10:29:05,local win film share
529925,wilkinsnancy,Four next out risk senior probably season boy table example tonight.,64,4,6411,False,0,Joshuaville,2022-04-23 15:13:59,
414325,christian92,Collection beat challenge ten quickly about would involve letter suddenly American small worry.,65,3,2560,False,0,Port Austinshire,2020-07-19 17:48:14,expect center on
588159,fmora,During still section fall away car determine laugh center American.,6,5,2427,True,0,Saraland,2021-07-11 13:33:10,
866255,christopher69,Cut ahead toward set less answer stock senior view music say best summer.,92,1,6811,True,1,North Karabury,2023-05-25 23:27:06,other hold interview attention
474538,rfriedman,Effort fill top staff strong author.,57,5,7495,True,1,Mccoyfurt,2022-12-26 00:06:51,test station return loss
625709,briannajohnson,Him level listen fill keep how firm third similar loss figure.,39,2,2415,True,1,North Troy,2020-08-05 03:17:19,than
929996,esmith,Focus security former enter account sister rise end low place view.,83,3,7270,False,0,Elizabethbury,2022-03-01 22:59:55,
621277,jamesherring,Attack option rock with more city cold claim visit some story answer thousand.,41,0,4225,False,0,East Christopher,2023-01-15 14:16:05,point speech matter out
414075,shenderson,Reveal new spend many eight condition somebody film others foreign.,55,5,3614,True,1,Juliafort,2020-07-16 13:28:28,wind although
992789,webersonya,Indeed record may industry everyone sometimes above.,81,4,1635,True,0,West Jennifer,2020-07-07 10:51:48,
415672,qjones,Area third imagine some voice style lot whether store interest although.,76,1,4522,False,0,New Nicole,2020-04-18 04:49:17,whose push
528303,jerryjohnson,Stop figure if show data want stay order east few half very center.,16,3,6963,False,1,Ryanmouth,2020-10-28 04:05:12,
201440,alexandercarr,Guess center to likely number ten should able throw decade.,18,4,6403,True,0,West Robert,2022-08-12 15:58:58,soldier finish issue garden try
893920,sabrinaturner,Total research low political little energy world ask.,9,3,8380,False,1,Ramirezton,2020-07-22 23:30:02,thing inside
461665,jholmes,Up someone serve strong politics not story town possible.,25,3,5069,False,1,Port Kayla,2020-12-06 10:09:45,yeah she stand
191663,beverlybenson,History bit past within eight center season carry get it without director.,95,1,2891,False,0,North Margaret,2020-05-20 04:45:09,situation eight newspaper foot admit
176832,tina84,Future me dinner time number behind.,43,3,8483,False,1,West Kelly,2022-07-19 04:59:01,air
308851,stephen66,Itself gas military worker paper mention evening official owner choice little garden listen.,88,2,4470,True,0,New Denise,2023-03-21 10:32:58,evidence fly
847924,friedmanmario,Policy total people structure as available green of meeting want your word laugh help.,77,4,8561,True,1,Port Marychester,2022-02-04 19:18:53,hour staff throw subject
175139,zmcguire,Eat drug wish page new which month have.,43,1,8950,False,0,Lake Andrea,2021-09-10 21:29:01,development
843797,jacksonshelby,Develop economic education best charge within put unit.,70,1,4062,True,0,Ashleefurt,2020-11-02 03:21:38,away phone prepare
874451,susanblack,Certain visit world peace allow game same check store.,78,2,4405,True,1,Toddville,2021-09-26 23:35:48,war hit institution
226267,ujohnson,Others father thought ok analysis eye total difference throw from defense.,55,2,5768,True,1,West Danielton,2021-08-09 06:18:59,create surface present
114999,justincurtis,Away tax minute whether different sit let.,7,2,4304,False,0,New Justin,2022-08-04 14:58:17,five model food but
903576,jburgess,Talk capital body finally away news arm resource new cell she everything bar.,5,1,7430,True,1,Watsonbury,2021-02-14 09:33:21,move born
663374,masoncarl,Him and help bank visit culture amount maybe.,10,3,4748,True,0,New Jose,2021-04-02 19:54:03,
375947,catherinecoleman,Value third statement who stock quickly list certainly floor operation.,3,5,5111,True,0,North Brandi,2021-05-29 04:53:47,scene method summer perhaps
759961,lmatthews,Shoulder possible property third remain agree follow assume professor analysis.,69,4,4304,False,0,Timothymouth,2020-10-28 17:36:02,us season form car push
827904,rbrown,Ever art usually deep student cell range project product listen family.,73,0,2816,False,0,New Nicholas,2022-10-02 18:07:32,
841228,vrivera,Sure material miss even pattern play gun up wear resource pattern us baby.,16,0,2535,True,0,Nancystad,2021-08-05 08:36:54,eight several
598627,brownsherry,Maybe think put particularly consider thing occur too career else.,4,5,1564,False,1,Haleyberg,2023-02-27 06:10:14,
558061,nathaniel12,Contain pretty set record above scene change third month black either never east.,72,2,6742,False,0,Scottville,2023-02-13 23:59:43,scientist learn growth star
681701,christopher16,Structure food several agent management ready.,93,3,8105,True,1,Tracyburgh,2020-05-31 07:58:44,author purpose
982892,kdonovan,Candidate almost catch while military role gun recent move.,59,1,7846,True,1,Joeborough,2020-12-31 17:32:34,
577040,brandy66,Wait safe up market talk community scene where improve economy law movie organization.,51,4,2476,False,1,Susanborough,2022-09-27 09:53:22,artist couple
676804,franklincheyenne,Report compare another away tonight painting decision.,96,0,2918,True,0,Paulmouth,2022-01-10 05:56:09,drug share physical hot
764693,brownderrick,Must either candidate paper despite thought behind mind artist skill scene local.,48,4,3200,False,1,Callahanmouth,2021-12-22 16:45:20,while some step officer election
736369,jay67,Question both light expect despite month certainly bit.,95,3,2073,True,0,North Matthew,2022-09-26 18:27:06,meeting teach
539876,amberwatson,Guess position person tree born ability image condition fly wrong no feel to.,31,0,4729,True,0,Port Nicholas,2021-01-12 22:32:36,practice western nothing professional
803114,edwardsgabrielle,Mr institution care million sound hot religious threat side.,36,5,5375,True,1,Port Jennifer,2021-09-08 14:14:05,
529620,taylormitchell,Quality work finally rule they stage yeah security story group church lot myself.,86,5,2553,False,0,Ravenhaven,2022-12-12 21:58:38,into
995013,richardtucker,Hope get response include shoulder bed certain gun answer reach draw blood activity inside.,14,4,543,False,0,North Scottfurt,2020-10-27 04:25:50,yet anything affect project movie
577551,darren10,Case side trip hope these at program a you.,83,2,4567,False,0,Walkerport,2023-03-18 10:45:05,wall morning work enough hour
839022,rallen,Eye energy reality improve hair store citizen food.,31,3,2212,True,0,Vasquezmouth,2022-10-06 22:50:15,little whom never million
580678,petersonmiguel,Method blood car cut eat minute side seven list.,65,2,2631,True,1,South Jeremiah,2023-02-01 16:39:37,up decade
479464,jackiegrant,Ok what tell write girl argue item until just forward inside.,72,2,1423,False,1,South Amandafort,2022-09-23 00:46:30,general total step letter which
452177,jayconley,Hundred Mrs spend also world stage smile pay about side full meeting.,97,2,6542,False,0,Ramseymouth,2022-10-08 09:30:53,environmental according mission lose finish
230868,xschwartz,Teacher this Mr part determine determine head.,60,3,6160,False,0,Thompsonfort,2023-04-24 06:10:10,or once camera friend
507394,davidsmith,Guy similar so to cold kitchen officer member figure into defense.,73,4,6635,False,1,Ronaldmouth,2021-05-26 06:33:08,early lose travel
980557,susan06,Memory move forget oil western order wait whether listen surface capital avoid none.,28,3,2902,False,1,Port Christopher,2022-04-09 13:57:25,new green enough
104697,deananthony,Education section peace project economic economic single.,99,1,7208,False,1,Heidihaven,2023-03-29 05:36:27,three process thing organization
992934,harrischristy,Tell point true might recently professor great cup story public since same paper.,98,5,8423,True,1,Anthonyville,2021-07-11 14:31:34,central
557867,pluna,Me coach federal arm if base lot success office wind.,62,5,2421,False,1,Port Ronaldville,2020-07-16 08:01:00,paper charge staff
942666,joel72,Huge blue experience although enjoy culture reveal street carry determine.,31,4,8085,False,1,Choiport,2021-06-23 15:19:36,then meet sister
782468,gregory40,Vote season per hot office activity quickly court cause almost finish former.,80,1,9856,False,0,Lake Susanville,2021-03-31 06:40:03,side address attention nor reflect
627300,hurstsophia,Trial administration growth mean himself Congress reason.,79,1,7284,False,1,South Nicole,2020-12-12 17:50:59,beautiful big stay remember gas
373291,pedro62,Carry program kid live enough remember drug.,60,2,184,False,0,Joyceside,2020-03-02 12:08:47,high
403580,cobbandrew,Design center head who nor in could own young hot shoulder expect mouth.,19,1,5686,True,1,East Lisachester,2021-01-06 23:43:35,stuff high theory
914454,amy85,Poor offer sort life check ground full management its employee head usually size.,32,0,1535,True,0,East Timothy,2021-04-29 20:23:44,program economic include realize
